ATCCode,Name,ATC_length,upperBound
S01EB06,neostigmine,7,5250
S01EB07,fluostigmine,7,5251
S01EB08,aceclidine,7,5252
S01EB09,acetylcholine,7,5253
S01EB10,paraoxon,7,5254
S01EB51,pilocarpine combinations,7,5255
S01EB58,aceclidine combinations,7,5256
S01EC,carbonic anhydrase inhibitors,5,5262
S01EC01,acetazolamide,7,5258
S01EC02,diclofenamide,7,5259
S01EC03,dorzolamide,7,5260
S01EC04,brinzolamide,7,5261
S01EC05,methazolamide,7,5262
S01ED,beta blocking agents1,5,5273
S01ED01,timolol,7,5264
S01ED02,betaxolol,7,5265
S01ED03,levobunolol,7,5266
S01ED04,metipranolol,7,5267
S01ED05,carteolol,7,5268
S01ED06,befunolol,7,5269
S01ED51,timolol combinations,7,5270
S01ED52,betaxolol combinations,7,5271
S01ED54,metipranolol combinations,7,5272
S01ED55,carteolol combinations,7,5273
S01EE,prostaglandin analogues1,5,5279
S01EE01,latanoprost,7,5275
S01EE02,unoprostone,7,5276
S01EE03,bimatoprost,7,5277
S01EE04,travoprost,7,5278
S01EE05,tafluprost,7,5279
S01EX,other antiglaucoma preparations,5,5282
S01EX01,guanethidine,7,5281
S01EX02,dapiprazole,7,5282
S01F,mydriatics and cycloplegics,4,5295
S01FA,anticholinergics,5,5291
S01FA01,atropine,7,5285
S01FA02,scopolamine,7,5286
S01FA03,methylscopolamine,7,5287
S01FA04,cyclopentolate,7,5288
S01FA05,homatropine,7,5289
S01FA06,tropicamide,7,5290
S01FA56,tropicamide combinations,7,5291
S01FB,sympathomimetics excl antiglaucoma preparations,5,5295
S01FB01,phenylephrine,7,5293
S01FB02,ephedrine,7,5294
S01FB03,ibopamine,7,5295
S01G,decongestants and antiallergics,4,5321
S01GA,sympathomimetics used as decongestants,5,5308
S01GA01,naphazoline,7,5298
S01GA02,tetryzoline,7,5299
S01GA03,xylometazoline,7,5300
S01GA04,oxymetazoline,7,5301
S01GA05,phenylephrine,7,5302
S01GA06,oxedrine,7,5303
S01GA51,naphazoline combinations,7,5304
S01GA52,tetryzoline combinations,7,5305
S01GA53,xylometazoline combinations,7,5306
S01GA55,phenylephrine combinations,7,5307
S01GA56,oxedrine combinations,7,5308
S01GX,other antiallergics,5,5321
S01GX01,cromoglicic acid,7,5310
S01GX02,levocabastine,7,5311
S01GX03,spaglumic acid,7,5312
S01GX04,nedocromil,7,5313
S01GX05,lodoxamide,7,5314
S01GX06,emedastine,7,5315
S01GX07,azelastine,7,5316
S01GX08,ketotifen,7,5317
S01GX09,olopatadine,7,5318
S01GX10,epinastine,7,5319
S01GX11,alcaftadine,7,5320
S01GX51,cromoglicic acid combinations,7,5321
S01H,local anesthetics,4,5331
S01HA,local anesthetics,5,5331
S01HA01,cocaine,7,5324
S01HA02,oxybuprocaine,7,5325
S01HA03,tetracaine,7,5326
S01HA04,proxymetacaine,7,5327
S01HA05,procaine,7,5328
S01HA06,cinchocaine,7,5329
S01HA07,lidocaine,7,5330
S01HA30,combinations,7,5331
S01J,diagnostic agents,4,5337
S01JA,colouring agents,5,5336
S01JA01,fluorescein,7,5334
S01JA02,rose bengal sodium,7,5335
S01JA51,fluorescein combinations,7,5336
S01JX,other ophthalmological diagnostic agents,5,5337
S01K,surgical aids,4,5344
S01KA,viscoelastic substances,5,5342
S01KA01,hyaluronic acid,7,5340
S01KA02,hypromellose,7,5341
S01KA51,hyaluronic acid combinations,7,5342
S01KX,other surgical aids,5,5344
S01KX01,chymotrypsin,7,5344
S01L,ocular vascular disorder agents,4,5351
S01LA,antineovascularisation agents,5,5351
S01LA01,verteporfin,7,5347
S01LA02,anecortave,7,5348
S01LA03,pegaptanib,7,5349
S01LA04,ranibizumab,7,5350
S01LA05,aflibercept,7,5351
S01X,other ophthalmologicals,4,5373
S01XA,other ophthalmologicals,5,5373
S01XA01,guaiazulen,7,5354
S01XA02,retinol,7,5355
S01XA03,sodium chloride hypertonic,7,5356
S01XA04,potassium iodide,7,5357
S01XA05,sodium edetate,7,5358
S01XA06,ethylmorphine,7,5359
S01XA07,alum,7,5360
S01XA08,acetylcysteine,7,5361
S01XA09,iodoheparinate,7,5362
S01XA10,inosine,7,5363
S01XA11,nandrolone,7,5364
S01XA12,dexpanthenol,7,5365
S01XA13,alteplase,7,5366
S01XA14,heparin,7,5367
S01XA15,ascorbic acid,7,5368
S01XA18,ciclosporin,7,5369
S01XA19,limbal stems cells autologous,7,5370
S01XA20,artificial tears and other indifferent preparations,7,5371
S01XA21,mercaptamine,7,5372
S01XA22,ocriplasmin,7,5373
S02,otologicals,3,5417
S02A,antiinfectives,4,5393
S02AA,antiinfectives,5,5393
S02AA01,chloramphenicol,7,5377
S02AA02,nitrofural,7,5378
S02AA03,boric acid,7,5379
S02AA04,aluminium acetotartrate,7,5380
S02AA05,clioquinol,7,5381
S02AA06,hydrogen peroxide,7,5382
S02AA07,neomycin,7,5383
S02AA08,tetracycline,7,5384
S02AA09,chlorhexidine,7,5385
S02AA10,acetic acid,7,5386
S02AA11,polymyxin b,7,5387
S02AA12,rifamycin,7,5388
S02AA13,miconazole,7,5389
S02AA14,gentamicin,7,5390
S02AA15,ciprofloxacin,7,5391
S02AA16,ofloxacin,7,5392
S02AA30,antiinfectives combinations,7,5393
S02B,corticosteroids,4,5400
S02BA,corticosteroids,5,5400
S02BA01,hydrocortisone,7,5396
S02BA03,prednisolone,7,5397
S02BA06,dexamethasone,7,5398
S02BA07,betamethasone,7,5399
S02BA08,fluocinolone acetonide,7,5400
S02C,corticosteroids and antiinfectives in combination,4,5409
S02CA,corticosteroids and antiinfectives in combination,5,5409
S02CA01,prednisolone and antiinfectives,7,5403
S02CA02,flumetasone and antiinfectives,7,5404
S02CA03,hydrocortisone and antiinfectives,7,5405
S02CA04,triamcinolone and antiinfectives,7,5406
S02CA05,fluocinolone acetonide and antiinfectives,7,5407
S02CA06,dexamethasone and antiinfectives,7,5408
S02CA07,fludrocortisone and antiinfectives,7,5409
S02D,other otologicals,4,5417
S02DA,analgesics and anesthetics,5,5416
S02DA01,lidocaine,7,5412
S02DA02,cocaine,7,5413
S02DA03,phenazone,7,5414
S02DA04,cinchocaine,7,5415
S02DA30,combinations,7,5416
S02DC,indifferent preparations,5,5417
S03,ophthalmological and otological preparations,3,5442
S03A,antiinfectives,4,5429
S03AA,antiinfectives,5,5429
S03AA01,neomycin,7,5421
S03AA02,tetracycline,7,5422
S03AA03,polymyxin b,7,5423
S03AA04,chlorhexidine,7,5424
S03AA05,hexamidine,7,5425
S03AA06,gentamicin,7,5426
S03AA07,ciprofloxacin,7,5427
S03AA08,chloramphenicol,7,5428
S03AA30,antiinfectives combinations,7,5429
S03B,corticosteroids,4,5434
S03BA,corticosteroids,5,5434
S03BA01,dexamethasone,7,5432
S03BA02,prednisolone,7,5433
S03BA03,betamethasone,7,5434
S03C,corticosteroids and antiinfectives in combination,4,5441
S03CA,corticosteroids and antiinfectives in combination,5,5441
S03CA01,dexamethasone and antiinfectives,7,5437
S03CA02,prednisolone and antiinfectives,7,5438
S03CA04,hydrocortisone and antiinfectives,7,5439
S03CA05,fludrocortisone and antiinfectives,7,5440
S03CA06,betamethasone and antiinfectives,7,5441
S03D,other ophthalmological and otological preparations,4,5442
V,various,1,5837
V01,allergens,3,5457
V01A,allergens,4,5457
V01AA,allergen extracts,5,5457
V01AA01,feather,7,5447
V01AA02,grass pollen,7,5448
V01AA03,house dust mites,7,5449
V01AA04,mould fungus and yeast fungus,7,5450
V01AA05,tree pollen,7,5451
V01AA07,insects,7,5452
V01AA08,food,7,5453
V01AA09,textiles,7,5454
V01AA10,flowers,7,5455
V01AA11,animals,7,5456
V01AA20,various,7,5457
V03,all other therapeutic products,3,5529
V03A,all other therapeutic products,4,5529
V03AB,antidotes,5,5490
V03AB01,ipecacuanha,7,5461
V03AB02,nalorphine,7,5462
V03AB03,edetates,7,5463
V03AB04,pralidoxime,7,5464
V03AB05,prednisolone and promethazine,7,5465
V03AB06,thiosulfate,7,5466
V03AB08,sodium nitrite,7,5467
V03AB09,dimercaprol,7,5468
V03AB13,obidoxime,7,5469
V03AB14,protamine,7,5470
V03AB15,naloxone,7,5471
V03AB16,ethanol,7,5472
V03AB17,methylthioninium chloride,7,5473
V03AB18,potassium permanganate,7,5474
V03AB19,physostigmine,7,5475
V03AB20,copper sulfate,7,5476
V03AB21,potassium iodide,7,5477
V03AB22,amyl nitrite,7,5478
V03AB23,acetylcysteine,7,5479
V03AB24,digitalis antitoxin,7,5480
V03AB25,flumazenil,7,5481
V03AB26,methionine,7,5482
V03AB27,4dimethylaminophenol,7,5483
V03AB29,cholinesterase,7,5484
V03AB31,prussian blue,7,5485
V03AB32,glutathione,7,5486
V03AB33,hydroxocobalamin,7,5487
V03AB34,fomepizole,7,5488
V03AB35,sugammadex,7,5489
V03AB36,phentolamine,7,5490
V03AC,iron chelating agents,5,5494
V03AC01,deferoxamine,7,5492
V03AC02,deferiprone,7,5493
V03AC03,deferasirox,7,5494
V03AE,drugs for treatment of hyperkalemia and hyperphosphatemia,5,5501
V03AE01,polystyrene sulfonate,7,5496
V03AE02,sevelamer,7,5497
V03AE03,lanthanum carbonate,7,5498
V03AE04,calcium acetate and magnesium carbonate,7,5499
V03AE05,sucroferric oxyhydroxide,7,5500
V03AE06,colestilan,7,5501
V03AF,detoxifying agents for antineoplastic treatment,5,5512
V03AF01,mesna,7,5503
V03AF02,dexrazoxane,7,5504
V03AF03,calcium folinate,7,5505
V03AF04,calcium levofolinate,7,5506
V03AF05,amifostine,7,5507
V03AF06,sodium folinate,7,5508
V03AF07,rasburicase,7,5509
V03AF08,palifermin,7,5510
V03AF09,glucarpidase,7,5511
V03AF10,sodium levofolinate,7,5512
V03AG,drugs for treatment of hypercalcemia,5,5514
V03AG01,sodium cellulose phosphate,7,5514
V03AH,drugs for treatment of hypoglycemia,5,5516
V03AH01,diazoxide,7,5516
V03AK,tissue adhesives,5,5517
V03AM,drugs for embolisation,5,5518
V03AN,medical gases,5,5524
V03AN01,oxygen,7,5520
V03AN02,carbon dioxide,7,5521
V03AN03,helium,7,5522
V03AN04,nitrogen,7,5523
V03AN05,medical air,7,5524
V03AX,other therapeutic products,5,5527
V03AX02,nalfurafine,7,5526
V03AX03,cobicistat,7,5527
V03AZ,nerve depressants,5,5529
V03AZ01,ethanol,7,5529
V04,diagnostic agents,3,5576
V04B,urine tests,4,5531
V04C,other diagnostic agents,4,5576
V04CA,tests for diabetes,5,5535
V04CA01,tolbutamide,7,5534
V04CA02,glucose,7,5535
V04CB,tests for fat absorption,5,5537
V04CB01,vitamin a concentrates,7,5537
V04CC,tests for bile duct patency,5,5542
V04CC01,sorbitol,7,5539
V04CC02,magnesium sulfate,7,5540
V04CC03,sincalide,7,5541
V04CC04,ceruletide,7,5542
V04CD,tests for pituitary function,5,5547
V04CD01,metyrapone,7,5544
V04CD03,sermorelin,7,5545
V04CD04,corticorelin,7,5546
V04CD05,somatorelin,7,5547
V04CE,tests for liver functional capacity,5,5550
V04CE01,galactose,7,5549
V04CE02,sulfobromophthalein,7,5550
V04CF,tuberculosis diagnostics,5,5552
V04CF01,tuberculin,7,5552
V04CG,tests for gastric secretion,5,5559
V04CG01,cation exchange resins,7,5554
V04CG02,betazole,7,5555
V04CG03,histamine phosphate,7,5556
V04CG04,pentagastrin,7,5557
V04CG05,methylthioninium chloride,7,5558
V04CG30,caffeine and sodium benzoate,7,5559
V04CH,tests for renal function and ureteral injuries,5,5565
V04CH01,inulin and other polyfructosans,7,5561
V04CH02,indigo carmine,7,5562
V04CH03,phenolsulfonphthalein,7,5563
V04CH04,alsactide,7,5564
V04CH30,aminohippuric acid,7,5565
V04CJ,tests for thyreoidea function,5,5568
V04CJ01,thyrotropin,7,5567
V04CJ02,protirelin,7,5568
V04CK,tests for pancreatic function,5,5572
V04CK01,secretin,7,5570
V04CK02,pancreozymin cholecystokinin,7,5571
V04CK03,bentiromide,7,5572
V04CL,tests for allergic diseases,5,5573
V04CM,tests for fertility disturbances,5,5575
V04CM01,gonadorelin,7,5575
V04CX,other diagnostic agents,5,5576
V06,general nutrients,3,5592
V06A,diet formulations for treatment of obesity,4,5579
V06AA,lowenergy diets,5,5579
V06B,protein supplements,4,5580
V06C,infant formulas,4,5582
V06CA,nutrients without phenylalanine,5,5582
V06D,other nutrients,4,5592
V06DA,carbohydratesproteinsmineralsvitamins combinations,5,5584
V06DB,fatcarbohydratesproteinsmineralsvitamins combinations,5,5585
V06DC,carbohydrates,5,5588
V06DC01,glucose,7,5587
V06DC02,fructose,7,5588
V06DD,amino acids incl combinations with polypeptides,5,5589
V06DE,amino acidscarbohydratesmineralsvitamins combinations,5,5590
V06DF,milk substitutes,5,5591
V06DX,other combinations of nutrients,5,5592
V07,all other nontherapeutic products,3,5606
V07A,all other nontherapeutic products,4,5606
V07AA,plasters,5,5595
V07AB,solvents and diluting agents incl irrigating solutions,5,5596
V07AC,blood transfusion auxiliary products,5,5597
V07AD,blood tests auxiliary products,5,5598
V07AN,incontinence equipment,5,5599
V07AR,sensitivity tests discs and tablets,5,5600
V07AS,stomi equipment,5,5601
V07AT,cosmetics,5,5602
V07AV,technical disinfectants,5,5603
V07AX,washing agents etc,5,5604
V07AY,other nontherapeutic auxiliary products,5,5605
V07AZ,chemicals and reagents for analysis,5,5606
V08,contrast media,3,5678
V08A,xray contrast media iodinated,4,5648
V08AA,watersoluble nephrotropic high osmolar xray contrast media,5,5619
V08AA01,diatrizoic acid,7,5610
V08AA02,metrizoic acid,7,5611
V08AA03,iodamide,7,5612
V08AA04,iotalamic acid,7,5613
V08AA05,ioxitalamic acid,7,5614
V08AA06,ioglicic acid,7,5615
V08AA07,acetrizoic acid,7,5616
V08AA08,iocarmic acid,7,5617
V08AA09,methiodal,7,5618
V08AA10,diodone,7,5619
V08AB,watersoluble nephrotropic low osmolar xray contrast media,5,5632
V08AB01,metrizamide,7,5621
V08AB02,iohexol,7,5622
V08AB03,ioxaglic acid,7,5623
V08AB04,iopamidol,7,5624
V08AB05,iopromide,7,5625
V08AB06,iotrolan,7,5626
V08AB07,ioversol,7,5627
V08AB08,iopentol,7,5628
V08AB09,iodixanol,7,5629
V08AB10,iomeprol,7,5630
V08AB11,iobitridol,7,5631
V08AB12,ioxilan,7,5632
V08AC,watersoluble hepatotropic xray contrast media,5,5643
V08AC01,iodoxamic acid,7,5634
V08AC02,iotroxic acid,7,5635
V08AC03,ioglycamic acid,7,5636
V08AC04,adipiodone,7,5637
V08AC05,iobenzamic acid,7,5638
V08AC06,iopanoic acid,7,5639
V08AC07,iocetamic acid,7,5640
V08AC08,sodium iopodate,7,5641
V08AC09,tyropanoic acid,7,5642
V08AC10,calcium iopodate,7,5643
V08AD,nonwatersoluble xray contrast media,5,5648
V08AD01,ethyl esters of iodised fatty acids,7,5645
V08AD02,iopydol,7,5646
V08AD03,propyliodone,7,5647
V08AD04,iofendylate,7,5648
V08B,xray contrast media noniodinated,4,5652
V08BA,barium sulfate containing xray contrast media,5,5652
V08BA01,barium sulfate with suspending agents,7,5651
V08BA02,barium sulfate without suspending agents,7,5652
V08C,magnetic resonance imaging contrast media,4,5671
V08CA,paramagnetic contrast media,5,5665
V08CA01,gadopentetic acid,7,5655
V08CA02,gadoteric acid,7,5656
V08CA03,gadodiamide,7,5657
V08CA04,gadoteridol,7,5658
V08CA05,mangafodipir,7,5659
V08CA06,gadoversetamide,7,5660
V08CA07,ferric ammonium citrate,7,5661
V08CA08,gadobenic acid,7,5662
V08CA09,gadobutrol,7,5663
V08CA10,gadoxetic acid,7,5664
V08CA11,gadofosveset,7,5665
V08CB,superparamagnetic contrast media,5,5669
V08CB01,ferumoxsil,7,5667
V08CB02,ferristene,7,5668
V08CB03,iron oxide nanoparticles,7,5669
V08CX,other magnetic resonance imaging contrast media,5,5671
V08CX01,perflubron,7,5671
V08D,ultrasound contrast media,4,5678
V08DA,ultrasound contrast media,5,5678
V08DA01,microspheres of human albumin,7,5674
V08DA02,microparticles of galactose,7,5675
V08DA03,perflenapent,7,5676
V08DA04,microspheres of phospholipids,7,5677
V08DA05,sulfur hexafluoride,7,5678
V09,diagnostic radiopharmaceuticals,3,5809
V09A,central nervous system,4,5692
V09AA,technetium 99mtc compounds,5,5683
V09AA01,technetium 99mtc exametazime,7,5682
V09AA02,technetium 99mtc bicisate,7,5683
V09AB,iodine 123i compounds,5,5687
V09AB01,iodine iofetamine 123i,7,5685
V09AB02,iodine iolopride 123i,7,5686
V09AB03,iodine ioflupane 123i,7,5687
V09AX,other central nervous system diagnostic radiopharmaceuticals,5,5692
V09AX01,indium 111in pentetic acid,7,5689
V09AX03,iodine 124i 2betacarbomethoxy3beta4 iodophenyltropane,7,5690
V09AX04,flutemetamol 18f,7,5691
V09AX05,florbetapir 18f,7,5692
V09B,skeleton,4,5698
V09BA,technetium 99mtc compounds,5,5698
V09BA01,technetium 99mtc oxidronic acid,7,5695
V09BA02,technetium 99mtc medronic acid,7,5696
V09BA03,technetium 99mtc pyrophosphate,7,5697
V09BA04,technetium 99mtc butedronic acid,7,5698
V09C,renal system,4,5711
V09CA,technetium 99mtc compounds,5,5706
V09CA01,technetium 99mtc pentetic acid,7,5701
V09CA02,technetium 99mtc succimer,7,5702
V09CA03,technetium 99mtc mertiatide,7,5703
V09CA04,technetium 99mtc gluceptate,7,5704
V09CA05,technetium 99mtc gluconate,7,5705
V09CA06,technetium 99mtc ethylenedicysteine,7,5706
V09CX,other renal system diagnostic radiopharmaceuticals,5,5711
V09CX01,sodium iodohippurate 123i,7,5708
V09CX02,sodium iodohippurate 131i,7,5709
V09CX03,sodium iothalamate 125i,7,5710
V09CX04,chromium 51cr edetate,7,5711
V09D,hepatic and reticulo endothelial system,4,5728
V09DA,technetium 99mtc compounds,5,5718
V09DA01,technetium 99mtc disofenin,7,5714
V09DA02,technetium 99mtc etifenin,7,5715
V09DA03,technetium 99mtc lidofenin,7,5716
V09DA04,technetium 99mtc mebrofenin,7,5717
V09DA05,technetium 99mtc galtifenin,7,5718
V09DB,technetium 99mtc particles and colloids,5,5726
V09DB01,technetium 99mtc nanocolloid,7,5720
V09DB02,technetium 99mtc microcolloid,7,5721
V09DB03,technetium 99mtc millimicrospheres,7,5722
V09DB04,technetium 99mtc tin colloid,7,5723
V09DB05,technetium 99mtc sulfur colloid,7,5724
V09DB06,technetium 99mtc rheniumsulfide colloid,7,5725
V09DB07,technetium 99mtc phytate,7,5726
V09DX,other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals,5,5728
V09DX01,selenium 75se tauroselcholic acid,7,5728
V09E,respiratory system,4,5740
V09EA,technetium 99mtc inhalants,5,5733
V09EA01,technetium 99mtc pentetic acid,7,5731
V09EA02,technetium 99mtc technegas,7,5732
V09EA03,technetium 99mtc nanocolloid,7,5733
V09EB,technetium 99mtc particles for injection,5,5736
V09EB01,technetium 99mtc macrosalb,7,5735
V09EB02,technetium 99mtc microspheres,7,5736
V09EX,other respiratory system diagnostic radiopharmaceuticals,5,5740
V09EX01,krypton 81mkr gas,7,5738
V09EX02,xenon 127xe gas,7,5739
V09EX03,xenon 133xe gas,7,5740
V09F,thyroid,4,5746
V09FX,various thyroid diagnostic radiopharmaceuticals,5,5746
V09FX01,technetium 99mtc pertechnetate,7,5743
V09FX02,sodium iodide 123i,7,5744
V09FX03,sodium iodide 131i,7,5745
V09FX04,sodium iodide 124i,7,5746
V09G,cardiovascular system,4,5763
V09GA,technetium 99mtc compounds,5,5755
V09GA01,technetium 99mtc sestamibi,7,5749
V09GA02,technetium 99mtc tetrofosmin,7,5750
V09GA03,technetium 99mtc teboroxime,7,5751
V09GA04,technetium 99mtc human albumin,7,5752
V09GA05,technetium 99mtc furifosmin,7,5753
V09GA06,technetium 99mtc stannous agent labelled cells,7,5754
V09GA07,technetium 99mtc apcitide,7,5755
V09GB,iodine 125i compounds,5,5758
V09GB01,fibrinogen 125i,7,5757
V09GB02,iodine 125i human albumin,7,5758
V09GX,other cardiovascular system diagnostic radiopharmaceuticals,5,5763
V09GX01,thallium 201tl chloride,7,5760
V09GX02,indium 111in imciromab,7,5761
V09GX03,chromium 51cr chromate labelled cells,7,5762
V09GX04,rubidium 82rb chloride,7,5763
V09H,inflammation and infection detection,4,5774
V09HA,technetium 99mtc compounds,5,5769
V09HA01,technetium 99mtc human immunoglobulin,7,5766
V09HA02,technetium 99mtc exametazime labelled cells,7,5767
V09HA03,technetium 99mtc antigranulocyte antibody,7,5768
V09HA04,technetium 99mtc sulesomab,7,5769
V09HB,indium 111in compounds,5,5772
V09HB01,indium 111in oxinate labelled cells,7,5771
V09HB02,indium 111in tropolonate labelled cells,7,5772
V09HX,other diagnostic radiopharmaceuticals for inflammation and infection detection,5,5774
V09HX01,gallium 67ga citrate,7,5774
V09I,tumour detection,4,5799
V09IA,technetium 99mtc compounds,5,5785
V09IA01,technetium 99mtc anticarcinoembryonicantigen antibody,7,5777
V09IA02,technetium 99mtc antimelanoma antibody,7,5778
V09IA03,technetium 99mtc pentavalent succimer,7,5779
V09IA04,technetium 99mtc votumumab,7,5780
V09IA05,technetium 99mtc depreotide,7,5781
V09IA06,technetium 99mtc arcitumomab,7,5782
V09IA07,technetium 99mtc hynicoctreotide,7,5783
V09IA08,technetium 99mtc etarfolatide,7,5784
V09IA09,technetium 99mtc tilmanocept,7,5785
V09IB,indium 111in compounds,5,5790
V09IB01,indium 111in pentetreotide,7,5787
V09IB02,indium 111in satumomab pendetide,7,5788
V09IB03,indium 111in antiovariumcarcinoma antibody,7,5789
V09IB04,indium 111in capromab pendetide,7,5790
V09IX,other diagnostic radiopharmaceuticals for tumour detection,5,5799
V09IX01,iobenguane 123i,7,5792
V09IX02,iobenguane 131i,7,5793
V09IX03,iodine 125i cc49monoclonal antibody,7,5794
V09IX04,fludeoxyglucose 18f,7,5795
V09IX05,fluorodopa 18f,7,5796
V09IX06,sodium fluoride 18f,7,5797
V09IX07,fluoromethylcholine 18f,7,5798
V09IX08,fluoroethylcholine 18f,7,5799
V09X,other diagnostic radiopharmaceuticals,4,5809
V09XA,iodine 131i compounds,5,5804
V09XA01,iodine 131i norcholesterol,7,5802
V09XA02,iodocholesterol 131i,7,5803
V09XA03,iodine 131i human albumin,7,5804
V09XX,various diagnostic radiopharmaceuticals,5,5809
V09XX01,cobalt 57co cyanocobalamine,7,5806
V09XX02,cobalt 58co cyanocobalamine,7,5807
V09XX03,selenium 75se norcholesterol,7,5808
V09XX04,ferric 59fe citrate,7,5809
V10,therapeutic radiopharmaceuticals,3,5836
V10A,antiinflammatory agents,4,5822
V10AA,yttrium 90y compounds,5,5815
V10AA01,yttrium 90y citrate colloid,7,5813
V10AA02,yttrium 90y ferrihydroxide colloid,7,5814
V10AA03,yttrium 90y silicate colloid,7,5815
V10AX,other antiinflammatory therapeutic radiopharmaceuticals,5,5822
V10AX01,phosphorous 32p chromicphosphate colloid,7,5817
V10AX02,samarium 153sm hydroxyapatite colloid,7,5818
V10AX03,dysprosium 165dy colloid,7,5819
V10AX04,erbium 169er citrate colloid,7,5820
V10AX05,rhenium 186re sulfide colloid,7,5821
V10AX06,gold 198au colloidal,7,5822
V10B,pain palliation bone seeking agents,4,5827
V10BX,various pain palliation radiopharmaceuticals,5,5827
